Sale_ID,Customer_ID,Date,Car_Model,Region,Country,City,Units_Sold,Sale_Amount_USD,Color,Battery_Type,Delivery_Time_Days,Customer_Type,Dealer_Name
S0601,CUST0601,2023-12-06,Model 3,North America,Japan,Yokohama,4,252000,Red,Performance,44,Individual,Nguyen-Wall Tesla
S0602,CUST0602,2025-01-15,Model S,Europe,Brazil,Fortaleza,4,504000,Black,Performance,39,Corporate,Anderson-Huang Tesla
S0603,CUST0603,2024-06-06,Model S,North America,China,Chengdu,1,90000,White,Standard Range,18,Individual,Rice LLC Tesla
S0604,CUST0604,2023-06-04,Cybertruck,North America,Brazil,Salvador,4,336000,Silver,Performance,31,Corporate,Trujillo-Key Tesla
S0605,CUST0605,2023-10-10,Model 3,North America,Japan,Yokohama,2,90000,Blue,Standard Range,43,Corporate,Calhoun-Patel Tesla
S0606,CUST0606,2024-05-28,Cybertruck,North America,Japan,Sapporo,3,180000,Black,Standard Range,14,Corporate,"Gordon, Williams and Olson Tesla"
S0607,CUST0607,2024-08-31,Model S,North America,France,Marseille,5,540000,White,Long Range,37,Individual,Smith-Curtis Tesla
S0608,CUST0608,2025-01-04,Cybertruck,Asia,Brazil,Rio de Janeiro,4,288000,Black,Long Range,40,Corporate,Rivera LLC Tesla
S0609,CUST0609,2024-02-20,Model S,Asia,Brazil,São Paulo,4,504000,Blue,Performance,44,Individual,Carey Ltd Tesla
S0610,CUST0610,2023-06-18,Cybertruck,North America,Germany,Cologne,1,72000,Red,Long Range,8,Corporate,Wiggins-Page Tesla
S0611,CUST0611,2025-03-19,Model X,Europe,Germany,Hamburg,5,500000,White,Standard Range,6,Individual,"Harris, Harrison and Baker Tesla"
S0612,CUST0612,2024-05-06,Model X,Europe,Japan,Sapporo,4,480000,Red,Long Range,30,Corporate,Smith Inc Tesla
S0613,CUST0613,2023-09-27,Cybertruck,Europe,France,Lyon,1,72000,Silver,Long Range,44,Individual,Russell and Sons Tesla
S0614,CUST0614,2024-01-04,Model S,Asia,Australia,Perth,1,90000,White,Standard Range,15,Corporate,"Rodriguez, White and Obrien Tesla"
S0615,CUST0615,2024-01-07,Model 3,Europe,France,Paris,3,135000,Red,Standard Range,52,Individual,Brady-May Tesla
S0616,CUST0616,2024-03-16,Model S,Europe,China,Chengdu,2,252000,Blue,Performance,24,Corporate,"Martin, Price and Carpenter Tesla"
S0617,CUST0617,2023-10-03,Model 3,North America,Japan,Yokohama,3,162000,White,Long Range,52,Individual,Young-Ellis Tesla
S0618,CUST0618,2024-12-17,Model 3,North America,Brazil,Salvador,4,252000,Blue,Performance,52,Corporate,Davidson LLC Tesla
S0619,CUST0619,2024-12-12,Cybertruck,Europe,Germany,Berlin,4,336000,Black,Performance,48,Corporate,Morris LLC Tesla
S0620,CUST0620,2025-03-13,Model S,Asia,Brazil,São Paulo,5,540000,Red,Long Range,43,Corporate,Curtis-Fowler Tesla
S0621,CUST0621,2023-08-15,Model 3,Asia,France,Paris,4,252000,Black,Performance,59,Individual,Barrett and Sons Tesla
S0622,CUST0622,2024-11-20,Model S,Europe,Australia,Perth,2,252000,Blue,Performance,38,Individual,"Turner, Kirk and Martinez Tesla"
S0623,CUST0623,2024-02-05,Model S,Asia,UK,London,3,378000,White,Performance,13,Corporate,Wilson PLC Tesla
S0624,CUST0624,2024-11-28,Model X,North America,USA,New York,5,500000,Silver,Standard Range,25,Individual,Williams PLC Tesla
S0625,CUST0625,2025-02-22,Cybertruck,North America,France,Nice,5,420000,Silver,Performance,18,Individual,Landry-Wise Tesla
S0626,CUST0626,2023-09-22,Cybertruck,Asia,India,Delhi,2,120000,Black,Standard Range,31,Corporate,"Hodges, Gonzalez and Smith Tesla"
S0627,CUST0627,2024-11-19,Model 3,Europe,USA,San Francisco,5,225000,Blue,Standard Range,45,Individual,"Hale, Pollard and Dean Tesla"
S0628,CUST0628,2023-06-02,Model X,Asia,UK,Birmingham,1,140000,Silver,Performance,53,Individual,Allen PLC Tesla
S0629,CUST0629,2023-05-20,Model S,Europe,UK,Manchester,1,90000,Silver,Standard Range,32,Individual,Cooper-Prince Tesla
S0630,CUST0630,2025-01-25,Cybertruck,North America,Germany,Frankfurt,1,72000,Red,Long Range,32,Individual,Clark and Sons Tesla
S0631,CUST0631,2023-07-02,Model 3,Europe,France,Marseille,4,252000,Silver,Performance,59,Individual,Morales-Berg Tesla
S0632,CUST0632,2024-11-24,Model X,North America,Australia,Brisbane,2,200000,Red,Standard Range,5,Individual,Thompson-Carpenter Tesla
S0633,CUST0633,2024-10-03,Model S,Asia,Canada,Calgary,2,180000,Red,Standard Range,29,Individual,"Brown, Parker and Burns Tesla"
S0634,CUST0634,2023-09-04,Model 3,Europe,Australia,Perth,2,108000,Red,Long Range,15,Individual,Larsen-Allison Tesla
S0635,CUST0635,2023-06-27,Cybertruck,Asia,UK,London,5,300000,Black,Standard Range,16,Individual,Roberts-Navarro Tesla
S0636,CUST0636,2023-05-25,Model 3,Europe,Australia,Melbourne,1,63000,Silver,Performance,20,Corporate,Solis LLC Tesla
S0637,CUST0637,2023-08-25,Model X,North America,France,Lyon,3,300000,Silver,Standard Range,19,Corporate,Patel-Thomas Tesla
S0638,CUST0638,2024-11-03,Model 3,North America,Australia,Melbourne,5,225000,Silver,Standard Range,60,Corporate,Davis PLC Tesla
S0639,CUST0639,2023-11-20,Model X,Europe,Brazil,São Paulo,2,200000,White,Standard Range,20,Individual,Khan-Reynolds Tesla
S0640,CUST0640,2023-06-02,Model X,North America,UK,Birmingham,2,240000,Red,Long Range,52,Individual,Lopez and Sons Tesla
S0641,CUST0641,2023-11-21,Cybertruck,North America,USA,San Francisco,2,168000,Blue,Performance,22,Individual,Collins PLC Tesla
S0642,CUST0642,2025-03-09,Model 3,Europe,China,Chengdu,1,63000,Black,Performance,57,Individual,Hubbard-Escobar Tesla
S0643,CUST0643,2024-06-08,Model 3,Europe,India,Chennai,5,315000,Blue,Performance,42,Individual,Lynch LLC Tesla
S0644,CUST0644,2024-01-06,Cybertruck,Asia,India,Chennai,1,84000,Black,Performance,15,Individual,Preston-Chen Tesla
S0645,CUST0645,2025-03-27,Model S,North America,France,Lyon,4,432000,Silver,Long Range,16,Individual,Walters Ltd Tesla
S0646,CUST0646,2024-09-20,Model S,North America,India,Mumbai,5,540000,Silver,Long Range,25,Individual,Williams and Sons Tesla
S0647,CUST0647,2024-05-11,Cybertruck,Asia,Germany,Hamburg,2,120000,Blue,Standard Range,25,Corporate,Thompson Group Tesla
S0648,CUST0648,2023-06-18,Model S,Asia,India,Chennai,4,360000,Blue,Standard Range,5,Individual,Morgan Inc Tesla
S0649,CUST0649,2024-01-11,Model 3,Asia,Japan,Yokohama,2,90000,Blue,Standard Range,37,Individual,"Thomas, Tapia and Edwards Tesla"
S0650,CUST0650,2024-10-02,Model 3,North America,UK,Manchester,3,189000,Silver,Performance,20,Individual,Fletcher-Tucker Tesla
S0651,CUST0651,2024-07-28,Model X,North America,USA,Chicago,5,500000,White,Standard Range,15,Individual,"Moody, Browning and Roy Tesla"
S0652,CUST0652,2025-02-17,Model S,Asia,Canada,Montreal,1,108000,Blue,Long Range,22,Corporate,Franklin-Guerrero Tesla
S0653,CUST0653,2023-06-21,Model S,North America,UK,Liverpool,3,270000,Silver,Standard Range,37,Corporate,Wilson LLC Tesla
S0654,CUST0654,2023-05-26,Model X,Asia,Germany,Berlin,5,500000,Black,Standard Range,31,Corporate,Gonzalez-Nelson Tesla
S0655,CUST0655,2024-07-21,Model X,Europe,Australia,Perth,1,120000,Red,Long Range,59,Individual,Foley LLC Tesla
S0656,CUST0656,2023-07-20,Model S,Europe,China,Guangzhou,3,324000,Black,Long Range,44,Corporate,Moore Inc Tesla
S0657,CUST0657,2023-05-31,Cybertruck,Asia,India,Mumbai,2,168000,Black,Performance,12,Individual,Poole-Dyer Tesla
S0658,CUST0658,2025-03-31,Model 3,Europe,Brazil,Rio de Janeiro,2,108000,Silver,Long Range,48,Corporate,"Jones, Ali and Price Tesla"
S0659,CUST0659,2024-07-12,Model X,North America,India,Delhi,1,120000,Silver,Long Range,46,Corporate,Washington and Sons Tesla
S0660,CUST0660,2023-10-26,Model X,Asia,India,Bangalore,2,200000,White,Standard Range,34,Individual,"Evans, Berry and Shaw Tesla"
S0661,CUST0661,2023-12-09,Model X,North America,Australia,Adelaide,3,300000,Black,Standard Range,17,Corporate,Williams-Martinez Tesla
S0662,CUST0662,2024-11-25,Model 3,Europe,Canada,Montreal,1,54000,White,Long Range,31,Corporate,Jackson Ltd Tesla
S0663,CUST0663,2023-07-08,Cybertruck,Asia,Germany,Hamburg,3,252000,White,Performance,54,Individual,"Levine, Burnett and Wilkerson Tesla"
S0664,CUST0664,2024-03-26,Model S,North America,Canada,Toronto,2,180000,Blue,Standard Range,42,Corporate,Knox PLC Tesla
S0665,CUST0665,2024-04-07,Model X,Europe,India,Hyderabad,2,240000,White,Long Range,48,Corporate,"Williams, Gaines and Russo Tesla"
S0666,CUST0666,2024-07-12,Model S,Europe,Japan,Sapporo,4,432000,Silver,Long Range,16,Individual,Gonzalez-Tyler Tesla
S0667,CUST0667,2024-11-14,Model 3,Europe,UK,Liverpool,3,189000,Silver,Performance,38,Corporate,"Thomas, Buckley and Clark Tesla"
S0668,CUST0668,2023-05-02,Model S,North America,Brazil,São Paulo,4,432000,Black,Long Range,14,Individual,"Richards, Castillo and Caldwell Tesla"
S0669,CUST0669,2024-08-15,Cybertruck,North America,China,Guangzhou,2,144000,Blue,Long Range,54,Individual,Chambers LLC Tesla
S0670,CUST0670,2023-06-08,Model X,Europe,Germany,Frankfurt,2,280000,White,Performance,18,Individual,Williams-Jacobson Tesla
S0671,CUST0671,2024-02-12,Model 3,Asia,France,Lyon,4,180000,Blue,Standard Range,5,Corporate,Martinez-Martinez Tesla
S0672,CUST0672,2023-11-01,Model X,Europe,Canada,Vancouver,4,480000,Red,Long Range,25,Individual,Torres-Arroyo Tesla
S0673,CUST0673,2025-01-28,Model X,North America,Australia,Adelaide,5,500000,Silver,Standard Range,39,Corporate,"Hall, Atkinson and Pacheco Tesla"
S0674,CUST0674,2025-03-01,Cybertruck,Europe,India,Bangalore,4,336000,Black,Performance,22,Individual,Davis Group Tesla
S0675,CUST0675,2024-10-01,Cybertruck,Europe,Australia,Brisbane,2,144000,Red,Long Range,25,Individual,Bond PLC Tesla
S0676,CUST0676,2024-01-22,Model X,Asia,Japan,Osaka,5,600000,Silver,Long Range,45,Corporate,"Rodriguez, Harris and Harris Tesla"
S0677,CUST0677,2025-04-03,Cybertruck,North America,UK,Birmingham,5,420000,Red,Performance,43,Corporate,Nguyen LLC Tesla
S0678,CUST0678,2023-12-11,Model X,North America,USA,Chicago,4,480000,Black,Long Range,46,Corporate,Scott-Carlson Tesla
S0679,CUST0679,2025-02-04,Cybertruck,Europe,India,Chennai,4,336000,Blue,Performance,32,Individual,Dominguez-Lucas Tesla
S0680,CUST0680,2024-07-09,Model 3,Europe,USA,New York,2,126000,Black,Performance,37,Individual,"Cruz, May and Kelly Tesla"
S0681,CUST0681,2024-04-11,Cybertruck,Asia,Brazil,Brasília,4,240000,Black,Standard Range,6,Corporate,Parsons PLC Tesla
S0682,CUST0682,2023-05-26,Model 3,North America,France,Marseille,1,45000,Black,Standard Range,34,Corporate,Johnson Group Tesla
S0683,CUST0683,2025-01-31,Cybertruck,Europe,Canada,Calgary,2,120000,Black,Standard Range,54,Individual,"Simmons, Joseph and Crawford Tesla"
S0684,CUST0684,2023-09-03,Model S,Europe,Germany,Cologne,2,252000,Red,Performance,5,Corporate,Hurley-Holden Tesla
S0685,CUST0685,2025-04-06,Model S,North America,India,Delhi,3,324000,Blue,Long Range,18,Corporate,Duran-Vazquez Tesla
S0686,CUST0686,2024-07-24,Cybertruck,Europe,Canada,Ottawa,2,168000,Blue,Performance,10,Corporate,"Mahoney, Mcdonald and Patton Tesla"
S0687,CUST0687,2024-10-22,Cybertruck,Europe,UK,Manchester,5,420000,Blue,Performance,35,Corporate,Dunn-Wilson Tesla
S0688,CUST0688,2024-09-05,Cybertruck,North America,Canada,Ottawa,2,120000,Black,Standard Range,59,Corporate,Thomas LLC Tesla
S0689,CUST0689,2024-12-31,Model S,Asia,France,Toulouse,3,270000,White,Standard Range,46,Corporate,Webb-Roberts Tesla
S0690,CUST0690,2023-09-02,Model X,Asia,UK,Manchester,2,240000,White,Long Range,46,Corporate,"Charles, Chen and Stevens Tesla"
S0691,CUST0691,2024-06-11,Model X,Europe,UK,Leeds,4,480000,Black,Long Range,40,Corporate,Brewer-Vasquez Tesla
S0692,CUST0692,2024-01-15,Cybertruck,Asia,China,Shanghai,3,216000,Blue,Long Range,42,Individual,"Bartlett, Smith and Fuller Tesla"
S0693,CUST0693,2023-11-04,Model X,Europe,Japan,Sapporo,2,240000,Black,Long Range,22,Individual,Harris PLC Tesla
S0694,CUST0694,2024-09-16,Model S,Asia,China,Guangzhou,3,270000,Black,Standard Range,45,Corporate,Coleman-Robertson Tesla
S0695,CUST0695,2024-05-15,Model 3,Europe,France,Lyon,3,135000,Silver,Standard Range,60,Corporate,Case-Short Tesla
S0696,CUST0696,2023-11-27,Cybertruck,North America,Japan,Tokyo,5,420000,Blue,Performance,43,Individual,Beck LLC Tesla
S0697,CUST0697,2024-05-20,Cybertruck,Europe,France,Marseille,4,240000,Silver,Standard Range,14,Individual,Mccoy and Sons Tesla
S0698,CUST0698,2025-03-16,Model S,Asia,Canada,Calgary,3,270000,White,Standard Range,45,Individual,Bird PLC Tesla
S0699,CUST0699,2024-04-06,Model S,Asia,France,Marseille,4,432000,Red,Long Range,42,Corporate,Curtis-Peterson Tesla
S0700,CUST0700,2024-09-13,Cybertruck,Europe,France,Marseille,4,240000,Blue,Standard Range,59,Corporate,"Peck, Long and Mendoza Tesla"
S0701,CUST0701,2025-03-02,Cybertruck,North America,Germany,Frankfurt,5,300000,Black,Standard Range,30,Corporate,"Russo, White and Davis Tesla"
S0702,CUST0702,2024-06-23,Model S,Asia,Germany,Frankfurt,1,126000,Silver,Performance,19,Corporate,Williams Ltd Tesla
S0703,CUST0703,2024-01-28,Model S,Asia,UK,Birmingham,4,504000,Silver,Performance,39,Corporate,Bates Inc Tesla
S0704,CUST0704,2025-01-25,Model 3,North America,Japan,Sapporo,3,135000,Blue,Standard Range,37,Individual,"Romero, Robinson and Thompson Tesla"
S0705,CUST0705,2024-07-07,Model S,Asia,Brazil,Rio de Janeiro,4,432000,Black,Long Range,7,Corporate,Park Group Tesla
S0706,CUST0706,2023-05-13,Cybertruck,North America,Australia,Adelaide,5,360000,Blue,Long Range,10,Individual,Jackson and Sons Tesla
S0707,CUST0707,2023-05-02,Cybertruck,Asia,France,Paris,4,240000,Blue,Standard Range,34,Corporate,"Cabrera, Gregory and Perez Tesla"
S0708,CUST0708,2023-11-02,Model X,Asia,Japan,Osaka,2,240000,Silver,Long Range,33,Corporate,Johnson Inc Tesla
S0709,CUST0709,2024-10-05,Cybertruck,Europe,Canada,Toronto,5,420000,Red,Performance,40,Corporate,"Howard, Cochran and Garcia Tesla"
S0710,CUST0710,2024-02-12,Model 3,Asia,UK,Manchester,4,252000,White,Performance,7,Individual,Davidson PLC Tesla
S0711,CUST0711,2024-05-12,Cybertruck,Europe,Brazil,Salvador,1,72000,White,Long Range,43,Corporate,Donovan PLC Tesla
S0712,CUST0712,2023-08-30,Model X,Europe,China,Chengdu,1,100000,White,Standard Range,11,Corporate,Rowe and Sons Tesla
S0713,CUST0713,2025-01-09,Model S,North America,France,Nice,3,324000,Blue,Long Range,42,Corporate,Jackson LLC Tesla
S0714,CUST0714,2024-01-16,Model S,North America,Australia,Sydney,2,216000,Black,Long Range,33,Individual,Garcia-Holmes Tesla
S0715,CUST0715,2024-08-13,Model S,Europe,China,Shanghai,3,270000,White,Standard Range,54,Individual,Morgan Group Tesla
S0716,CUST0716,2023-07-26,Model X,Europe,India,Bangalore,2,240000,Blue,Long Range,24,Individual,Hanson Group Tesla
S0717,CUST0717,2024-07-08,Model 3,North America,Canada,Calgary,1,54000,Red,Long Range,17,Corporate,"Terry, Sanchez and Christian Tesla"
S0718,CUST0718,2024-08-23,Cybertruck,North America,Australia,Adelaide,4,288000,Blue,Long Range,22,Individual,Petersen Group Tesla
S0719,CUST0719,2025-03-09,Model S,Europe,Australia,Perth,2,216000,Blue,Long Range,12,Individual,Harrison PLC Tesla
S0720,CUST0720,2024-11-20,Model X,Europe,China,Shenzhen,2,240000,Black,Long Range,36,Corporate,"Garza, Palmer and Carter Tesla"
S0721,CUST0721,2024-05-21,Model S,Asia,India,Mumbai,4,432000,White,Long Range,40,Individual,Johnson Group Tesla
S0722,CUST0722,2023-07-03,Cybertruck,Europe,Canada,Ottawa,3,180000,Silver,Standard Range,9,Corporate,Henderson Ltd Tesla
S0723,CUST0723,2024-11-05,Model 3,North America,Canada,Montreal,5,225000,Blue,Standard Range,42,Corporate,"Johnston, Hart and Dawson Tesla"
S0724,CUST0724,2023-08-28,Model X,Asia,UK,Leeds,5,500000,Red,Standard Range,58,Individual,Monroe Inc Tesla
S0725,CUST0725,2024-11-06,Cybertruck,Asia,Australia,Adelaide,1,60000,Blue,Standard Range,54,Individual,"Taylor, Robertson and Mendoza Tesla"
S0726,CUST0726,2025-02-27,Cybertruck,Europe,UK,Manchester,3,216000,Silver,Long Range,31,Corporate,Hester LLC Tesla
S0727,CUST0727,2025-04-03,Cybertruck,Asia,Germany,Berlin,4,240000,Blue,Standard Range,24,Corporate,"Everett, Chapman and Shelton Tesla"
S0728,CUST0728,2024-08-11,Cybertruck,North America,France,Toulouse,2,168000,Red,Performance,18,Individual,"Torres, Hunter and Stevens Tesla"
S0729,CUST0729,2025-03-22,Model S,Europe,Brazil,Rio de Janeiro,4,504000,Red,Performance,30,Corporate,"Snyder, Robinson and Weber Tesla"
S0730,CUST0730,2024-04-05,Cybertruck,Europe,UK,London,3,252000,Blue,Performance,46,Individual,Baxter-Nolan Tesla
S0731,CUST0731,2024-01-26,Model 3,North America,France,Lyon,5,315000,Red,Performance,46,Corporate,Harris Ltd Tesla
S0732,CUST0732,2025-04-07,Model 3,Asia,Canada,Montreal,2,126000,White,Performance,59,Individual,Banks-Taylor Tesla
S0733,CUST0733,2025-03-10,Model 3,Europe,Germany,Frankfurt,4,216000,Blue,Long Range,6,Individual,Russell Ltd Tesla
S0734,CUST0734,2025-03-01,Cybertruck,Europe,Germany,Munich,1,84000,Red,Performance,60,Corporate,"Fisher, Wright and Cooke Tesla"
S0735,CUST0735,2024-04-16,Model S,Asia,India,Hyderabad,4,504000,Red,Performance,33,Individual,"Mathews, Mendez and Taylor Tesla"
S0736,CUST0736,2024-06-26,Cybertruck,North America,China,Beijing,3,180000,White,Standard Range,20,Individual,"Davis, Gallagher and Lang Tesla"
S0737,CUST0737,2025-04-20,Cybertruck,Europe,Canada,Toronto,4,240000,Blue,Standard Range,23,Corporate,Scott-Garza Tesla
S0738,CUST0738,2024-12-04,Model X,North America,Japan,Nagoya,4,560000,Blue,Performance,53,Individual,Scott-Simpson Tesla
S0739,CUST0739,2024-03-24,Model 3,North America,Germany,Frankfurt,5,225000,Silver,Standard Range,59,Individual,Cunningham-Hogan Tesla
S0740,CUST0740,2024-03-02,Model 3,North America,Canada,Vancouver,5,315000,White,Performance,11,Individual,"Hall, Lee and Munoz Tesla"
S0741,CUST0741,2023-08-29,Model S,Asia,USA,New York,2,180000,Blue,Standard Range,7,Individual,Chase PLC Tesla
S0742,CUST0742,2024-07-26,Model 3,Europe,China,Beijing,3,135000,Blue,Standard Range,6,Corporate,"Allen, Jones and Kramer Tesla"
S0743,CUST0743,2023-10-17,Model S,North America,Canada,Toronto,3,270000,Red,Standard Range,36,Individual,Huang and Sons Tesla
S0744,CUST0744,2023-05-25,Model S,Europe,India,Hyderabad,4,432000,Red,Long Range,21,Corporate,Ramos Ltd Tesla
S0745,CUST0745,2024-04-01,Model 3,North America,France,Lyon,3,162000,Blue,Long Range,19,Individual,"Patterson, Miller and Morris Tesla"
S0746,CUST0746,2023-10-17,Model 3,Europe,Canada,Toronto,3,135000,White,Standard Range,13,Corporate,Murphy-Ryan Tesla
S0747,CUST0747,2024-02-18,Model 3,North America,India,Hyderabad,1,54000,Red,Long Range,53,Corporate,"Gomez, Carter and Howard Tesla"
S0748,CUST0748,2023-08-19,Model 3,Europe,Australia,Sydney,3,162000,Silver,Long Range,24,Corporate,"Cardenas, Brown and Chen Tesla"
S0749,CUST0749,2024-03-04,Model 3,Asia,Canada,Toronto,1,54000,Blue,Long Range,57,Corporate,"Wagner, Davis and Edwards Tesla"
S0750,CUST0750,2023-12-07,Model 3,Europe,Japan,Tokyo,1,45000,White,Standard Range,13,Corporate,Marquez Ltd Tesla
S0751,CUST0751,2024-04-11,Model S,Asia,UK,Leeds,2,180000,Silver,Standard Range,60,Corporate,"Love, Daniels and Campbell Tesla"
S0752,CUST0752,2025-04-03,Model 3,Europe,China,Chengdu,1,63000,White,Performance,12,Corporate,Hill-Baldwin Tesla
S0753,CUST0753,2023-09-25,Model S,North America,UK,London,4,432000,Red,Long Range,55,Corporate,"Robinson, Carpenter and Lewis Tesla"
S0754,CUST0754,2024-03-18,Model 3,Asia,Canada,Toronto,2,90000,Black,Standard Range,59,Corporate,Fields LLC Tesla
S0755,CUST0755,2023-11-03,Model 3,Europe,Japan,Tokyo,2,126000,Red,Performance,44,Corporate,Baker-Rollins Tesla
S0756,CUST0756,2024-06-22,Model S,Europe,UK,Birmingham,4,360000,White,Standard Range,54,Individual,"House, Hall and Smith Tesla"
S0757,CUST0757,2024-09-20,Cybertruck,Asia,UK,Manchester,4,288000,Silver,Long Range,54,Individual,Carroll Inc Tesla
S0758,CUST0758,2024-07-22,Model X,North America,Brazil,Salvador,1,140000,Blue,Performance,40,Individual,"Rios, Holder and White Tesla"
S0759,CUST0759,2023-09-14,Model X,Asia,UK,Manchester,5,500000,Red,Standard Range,53,Corporate,"Delacruz, Moore and Carter Tesla"
S0760,CUST0760,2024-12-23,Model 3,North America,Japan,Sapporo,1,63000,Blue,Performance,13,Corporate,"Li, Davis and Carrillo Tesla"
S0761,CUST0761,2023-09-01,Model X,North America,Brazil,Rio de Janeiro,4,480000,White,Long Range,39,Individual,Finley-Mack Tesla
S0762,CUST0762,2024-01-10,Model X,North America,India,Bangalore,5,700000,White,Performance,29,Individual,Ayala-Smith Tesla
S0763,CUST0763,2023-08-23,Cybertruck,Asia,UK,Liverpool,5,420000,Blue,Performance,17,Individual,Logan Group Tesla
S0764,CUST0764,2023-08-13,Model S,Europe,USA,Chicago,2,216000,White,Long Range,19,Corporate,"Smith, Davis and Bailey Tesla"
S0765,CUST0765,2023-12-28,Model 3,North America,UK,Liverpool,4,216000,White,Long Range,9,Individual,Klein-West Tesla
S0766,CUST0766,2023-09-26,Model S,Asia,Germany,Cologne,3,270000,Silver,Standard Range,54,Corporate,Hicks and Sons Tesla
S0767,CUST0767,2025-04-04,Model S,Asia,Canada,Toronto,1,108000,Black,Long Range,58,Individual,Acevedo-Russell Tesla
S0768,CUST0768,2024-09-03,Model 3,Europe,UK,London,1,45000,Black,Standard Range,8,Individual,Cummings Inc Tesla
S0769,CUST0769,2025-01-01,Model X,Europe,France,Lyon,3,420000,Red,Performance,52,Individual,Warren-Ward Tesla
S0770,CUST0770,2023-09-20,Model X,Europe,Japan,Yokohama,4,400000,Black,Standard Range,30,Individual,Brown-Martinez Tesla
S0771,CUST0771,2025-01-23,Model X,Europe,China,Beijing,4,400000,Red,Standard Range,42,Individual,Rogers and Sons Tesla
S0772,CUST0772,2024-06-25,Cybertruck,Asia,Brazil,São Paulo,2,168000,Blue,Performance,38,Individual,Watson-Pierce Tesla
S0773,CUST0773,2023-09-13,Cybertruck,North America,USA,Los Angeles,1,84000,Blue,Performance,19,Individual,Oliver-Love Tesla
S0774,CUST0774,2024-05-27,Model X,North America,UK,Birmingham,1,100000,Red,Standard Range,59,Individual,"Russell, Simpson and Hill Tesla"
S0775,CUST0775,2025-04-19,Model X,Europe,Germany,Munich,2,200000,White,Standard Range,5,Corporate,"Hicks, Phillips and Houston Tesla"
S0776,CUST0776,2024-07-20,Model X,North America,Germany,Cologne,3,300000,Silver,Standard Range,47,Individual,White LLC Tesla
S0777,CUST0777,2025-03-29,Model S,Europe,China,Guangzhou,5,450000,Black,Standard Range,18,Corporate,Spears-Farmer Tesla
S0778,CUST0778,2024-02-22,Model S,Asia,Germany,Frankfurt,4,504000,Red,Performance,34,Corporate,Reynolds-Griffin Tesla
S0779,CUST0779,2023-08-04,Model S,Asia,Germany,Cologne,1,90000,Red,Standard Range,28,Individual,"Carpenter, Williams and Munoz Tesla"
S0780,CUST0780,2024-04-30,Cybertruck,Asia,Australia,Adelaide,4,336000,Blue,Performance,41,Individual,"Harrison, White and Jones Tesla"
S0781,CUST0781,2024-07-18,Model 3,Europe,UK,Birmingham,2,90000,White,Standard Range,12,Individual,Smith and Sons Tesla
S0782,CUST0782,2023-11-29,Model X,North America,Brazil,Salvador,5,600000,Black,Long Range,25,Individual,Griffin PLC Tesla
S0783,CUST0783,2024-11-19,Cybertruck,North America,USA,New York,1,60000,Red,Standard Range,15,Individual,Guerrero Inc Tesla
S0784,CUST0784,2025-03-22,Cybertruck,Asia,UK,Birmingham,1,72000,White,Long Range,20,Individual,"Jones, Walker and Gomez Tesla"
S0785,CUST0785,2024-01-03,Model X,Europe,Australia,Adelaide,3,360000,Red,Long Range,5,Corporate,"Miller, Chung and Moran Tesla"
S0786,CUST0786,2023-12-30,Model X,North America,Japan,Osaka,5,600000,Silver,Long Range,7,Corporate,Conway-Mcconnell Tesla
S0787,CUST0787,2024-06-14,Model X,North America,France,Paris,2,200000,Blue,Standard Range,21,Individual,Snyder Group Tesla
S0788,CUST0788,2025-04-11,Model X,North America,Canada,Ottawa,1,120000,White,Long Range,46,Corporate,"Taylor, Thomas and Jenkins Tesla"
S0789,CUST0789,2024-02-13,Model S,North America,Australia,Melbourne,3,378000,Blue,Performance,25,Individual,"Stephens, Smith and Bush Tesla"
S0790,CUST0790,2024-07-12,Model X,Europe,Australia,Brisbane,5,600000,Blue,Long Range,24,Individual,Brown-Wallace Tesla
S0791,CUST0791,2023-05-26,Cybertruck,North America,Australia,Perth,2,120000,Red,Standard Range,55,Individual,Leonard LLC Tesla
S0792,CUST0792,2024-06-24,Model 3,Asia,India,Chennai,5,315000,Black,Performance,14,Individual,Goodman PLC Tesla
S0793,CUST0793,2024-09-26,Cybertruck,North America,Brazil,Fortaleza,2,144000,Black,Long Range,5,Individual,Jones and Sons Tesla
S0794,CUST0794,2023-12-19,Cybertruck,North America,France,Paris,2,120000,Red,Standard Range,55,Corporate,Olsen-Salazar Tesla
S0795,CUST0795,2023-07-28,Cybertruck,Asia,Germany,Frankfurt,1,84000,Blue,Performance,15,Individual,Neal Ltd Tesla
S0796,CUST0796,2023-07-28,Model X,North America,France,Marseille,4,400000,Red,Standard Range,12,Individual,"Burton, Harris and Navarro Tesla"
S0797,CUST0797,2024-11-16,Model 3,North America,Brazil,Salvador,3,162000,Blue,Long Range,34,Individual,"Palmer, Palmer and Roberts Tesla"
S0798,CUST0798,2023-07-11,Model S,Europe,Brazil,Salvador,3,378000,Black,Performance,16,Individual,Wilson Ltd Tesla
S0799,CUST0799,2025-01-08,Model X,Europe,Japan,Yokohama,3,420000,Red,Performance,34,Corporate,Hernandez Ltd Tesla
S0800,CUST0800,2024-02-04,Model 3,Europe,Brazil,Brasília,4,216000,Red,Long Range,56,Corporate,"Yates, Stephens and Rice Tesla"
S0801,CUST0801,2024-03-09,Model S,North America,Canada,Ottawa,4,432000,Red,Long Range,50,Individual,Drake and Sons Tesla
